"ID";"QA";"Time";"Station";"Controller_Serial_Number";"Note";"Is_Re_Work";"isPaid"
1473;"a1956";"2019-11-07 09:24:11";"Packing Station";"30N005002481";"Package is ready!";0;0
1474;"a1956";"2019-11-07 09:24:11";"Packing Station";"30N005002182";"Package is ready!";0;0
1475;"a1956";"2019-11-07 09:24:12";"Packing Station";"30N005001702";"Package is ready!";0;0
1476;"a1956";"2019-11-07 09:24:12";"Packing Station";"30N005001700";"Package is ready!";0;0
1477;"a1956";"2019-11-07 09:24:13";"Packing Station";"30N005002430";"Package is ready!";0;0
1478;"a1956";"2019-11-07 09:24:13";"Packing Station";"30N005002451";"Package is ready!";0;0
1479;"a1956";"2019-11-07 09:24:14";"Packing Station";"30N005002513";"Package is ready!";0;0
1480;"a1956";"2019-11-07 09:24:14";"Packing Station";"30N005002512";"Package is ready!";0;0
1481;"a1956";"2019-11-07 09:24:16";"Packing Station";"30N005001771";"Package is ready!";0;0
1482;"a1956";"2019-11-07 09:24:16";"Packing Station";"30N005002502";"Package is ready!";0;0
1483;"a1956";"2019-11-07 09:24:17";"Packing Station";"30N005002490";"Package is ready!";0;0
1484;"a1956";"2019-11-07 09:24:18";"Packing Station";"30N005002491";"Package is ready!";0;0
1485;"a1956";"2019-11-07 09:24:18";"Packing Station";"30N005002290";"Package is ready!";0;0
1486;"a1956";"2019-11-07 09:24:19";"Packing Station";"30N005002509";"Package is ready!";0;0
1487;"a1956";"2019-11-07 09:24:20";"Packing Station";"30N005001845";"Package is ready!";0;0
1488;"a1956";"2019-11-07 09:24:20";"Packing Station";"30N005002046";"Package is ready!";0;0
1489;"a1956";"2019-11-07 09:24:21";"Packing Station";"30N005002040";"Package is ready!";0;0
1490;"a1956";"2019-11-07 15:35:32";"Shipping Station";"30N005002512";"";0;0
1491;"a1956";"2019-11-07 15:35:34";"Shipping Station";"30N005001771";"";0;0
1492;"a1956";"2019-11-07 15:35:35";"Shipping Station";"30N005002502";"";0;0
1493;"a1956";"2019-11-07 15:35:36";"Shipping Station";"30N005002490";"";0;0
1494;"a1956";"2019-11-07 15:35:36";"Shipping Station";"30N005002491";"";0;0
1495;"a1956";"2019-11-07 15:35:37";"Shipping Station";"30N005002290";"";0;0
1496;"a1956";"2019-11-07 15:35:37";"Shipping Station";"30N005002509";"";0;0
1497;"a1956";"2019-11-07 15:35:38";"Shipping Station";"30N005001845";"";0;0
1498;"a1956";"2019-11-07 15:35:39";"Shipping Station";"30N005002046";"";0;0
1499;"a1956";"2019-11-07 15:35:39";"Shipping Station";"30N005002040";"";0;0
1500;"a1956";"2019-11-07 15:35:41";"Shipping Station";"30N005001864";"";0;0
1501;"a1956";"2019-11-07 15:35:42";"Shipping Station";"30N005002032";"";0;0
1502;"a1956";"2019-11-07 15:35:43";"Shipping Station";"30N005001711";"";0;0
1503;"a1956";"2019-11-07 15:35:43";"Shipping Station";"30N005002481";"";0;0
1504;"a1956";"2019-11-07 15:35:44";"Shipping Station";"30N005002182";"";0;0
1505;"a1956";"2019-11-07 15:35:44";"Shipping Station";"30N005001702";"";0;0
1506;"a1956";"2019-11-07 15:35:45";"Shipping Station";"30N005001700";"";0;0
1507;"a1956";"2019-11-07 15:35:45";"Shipping Station";"30N005002430";"";0;0
1508;"a1956";"2019-11-07 15:35:46";"Shipping Station";"30N005002451";"";0;0
1509;"a1956";"2019-11-07 15:35:47";"Shipping Station";"30N005002513";"";0;0
1510;"a1956";"2019-11-07 15:35:50";"Shipping Station";"30N005002281";"";0;0
1511;"a1956";"2019-11-07 15:35:50";"Shipping Station";"30N005002094";"";0;0
1512;"a1956";"2019-11-07 15:35:51";"Shipping Station";"30N005002468";"";0;0
1513;"a1956";"2019-11-07 15:35:52";"Shipping Station";"30N005001760";"";0;0
1514;"a1956";"2019-11-07 15:35:52";"Shipping Station";"30N005002054";"";0;0
1515;"a1956";"2019-11-07 15:35:53";"Shipping Station";"30N005002511";"";0;0
1516;"a1956";"2019-11-07 15:35:53";"Shipping Station";"30N005002510";"";0;0
1517;"a1956";"2019-11-07 15:35:54";"Shipping Station";"30N005001948";"";0;0
1518;"a1956";"2019-11-07 15:35:54";"Shipping Station";"30N005002471";"";0;0
1519;"a1956";"2019-11-07 15:35:55";"Shipping Station";"30N005002096";"";0;0
1520;"a1956";"2019-11-07 15:35:57";"Shipping Station";"30N005002060";"";0;0
1521;"a1956";"2019-11-07 15:35:58";"Shipping Station";"30N005002148";"";0;0
1522;"a1956";"2019-11-07 15:35:58";"Shipping Station";"30N005002477";"";0;0
1523;"a1956";"2019-11-07 15:35:59";"Shipping Station";"30N005002172";"";0;0
1524;"a1956";"2019-11-07 15:36:00";"Shipping Station";"30N005002134";"";0;0
1525;"a1956";"2019-11-07 15:36:00";"Shipping Station";"30N005001896";"";0;0
1526;"a1956";"2019-11-07 15:36:01";"Shipping Station";"30N005002001";"";0;0
1527;"a1956";"2019-11-07 15:36:01";"Shipping Station";"30N005002485";"";0;0
1528;"a1956";"2019-11-07 15:36:02";"Shipping Station";"30N005001921";"";0;0
1529;"a1956";"2019-11-07 15:36:03";"Shipping Station";"30N005002266";"";0;0
1530;"a1956";"2019-11-07 15:36:03";"Shipping Station";"30N005001798";"";0;0
1531;"a1956";"2019-11-07 15:36:04";"Shipping Station";"30N005001986";"";0;0
1532;"a1956";"2019-11-07 15:36:04";"Shipping Station";"30N005002442";"";0;0
1533;"a1956";"2019-11-07 15:36:05";"Shipping Station";"30N005002005";"";0;0
1534;"a1956";"2019-11-07 15:36:05";"Shipping Station";"30N005001988";"";0;0
1535;"a1956";"2019-11-07 15:36:06";"Shipping Station";"30N005002319";"";0;0
1536;"a1956";"2019-11-07 15:36:07";"Shipping Station";"30N005001806";"";0;0
1537;"a1956";"2019-11-07 15:36:08";"Shipping Station";"30N005002417";"";0;0
1538;"a1956";"2019-11-07 15:36:08";"Shipping Station";"30N005002108";"";0;0
1539;"a1956";"2019-11-07 15:36:09";"Shipping Station";"30N005002022";"";0;0
1540;"a1956";"2019-11-06 13:48:27";"Receiving Station";"30N004000134";"Received Controller Serial Number : 30N004000134";0;0
1541;"a1956";"2019-11-06 13:48:28";"Receiving Station";"30N004000342";"Received Controller Serial Number : 30N004000342";0;0
1542;"a1956";"2019-11-06 13:48:29";"Receiving Station";"30N004000289";"Received Controller Serial Number : 30N004000289";0;0
1543;"a1956";"2019-11-06 13:48:29";"Receiving Station";"30N004000123";"Received Controller Serial Number : 30N004000123";0;0
1544;"a1956";"2019-11-06 13:48:31";"Receiving Station";"30N004000015";"Received Controller Serial Number : 30N004000015";0;0
1545;"a1956";"2019-11-06 13:48:31";"Receiving Station";"30N004000379";"Received Controller Serial Number : 30N004000379";0;0
1546;"a1956";"2019-11-06 13:48:32";"Receiving Station";"30N004000071";"Received Controller Serial Number : 30N004000071";0;0
1547;"a1956";"2019-11-06 13:48:33";"Receiving Station";"30N004000077";"Received Controller Serial Number : 30N004000077";0;0
1548;"a1956";"2019-11-06 13:48:34";"Receiving Station";"30N004000040";"Received Controller Serial Number : 30N004000040";0;0
1549;"a1956";"2019-11-06 13:48:36";"Receiving Station";"30N004000089";"Received Controller Serial Number : 30N004000089";0;0
1550;"a1956";"2019-11-06 13:48:37";"Receiving Station";"30N004000034";"Received Controller Serial Number : 30N004000034";0;0
1551;"a1956";"2019-11-06 13:48:37";"Receiving Station";"30N004000117";"Received Controller Serial Number : 30N004000117";0;0
1552;"a1956";"2019-11-06 13:48:38";"Receiving Station";"30N004000269";"Received Controller Serial Number : 30N004000269";0;0
1553;"a1956";"2019-11-06 13:48:39";"Receiving Station";"30N004000018";"Received Controller Serial Number : 30N004000018";0;0
1554;"a1956";"2019-11-06 13:48:40";"Receiving Station";"30N004000017";"Received Controller Serial Number : 30N004000017";0;0
1555;"a1956";"2019-11-06 13:48:41";"Receiving Station";"30N004000331";"Received Controller Serial Number : 30N004000331";0;0
1556;"a1956";"2019-11-06 13:48:42";"Receiving Station";"30N004000057";"Received Controller Serial Number : 30N004000057";0;0
1557;"a1956";"2019-11-06 13:48:43";"Receiving Station";"30N004000011";"Received Controller Serial Number : 30N004000011";0;0
1558;"a1956";"2019-11-06 13:48:44";"Receiving Station";"30N004000286";"Received Controller Serial Number : 30N004000286";0;0
1559;"a1956";"2019-11-06 13:48:45";"Receiving Station";"30N004000315";"Received Controller Serial Number : 30N004000315";0;0
1560;"a1956";"2019-11-06 13:48:45";"Receiving Station";"30N004000207";"Received Controller Serial Number : 30N004000207";0;0
1561;"a1956";"2019-11-06 13:48:46";"Receiving Station";"30N004000201";"Received Controller Serial Number : 30N004000201";0;0
1562;"a1956";"2019-11-06 13:48:47";"Receiving Station";"30N004000161";"Received Controller Serial Number : 30N004000161";0;0
1563;"a1956";"2019-11-06 13:48:48";"Receiving Station";"30N004000076";"Received Controller Serial Number : 30N004000076";0;0
1564;"a1956";"2019-11-06 13:48:50";"Receiving Station";"30N004000148";"Received Controller Serial Number : 30N004000148";0;0
1565;"a1956";"2019-11-06 13:48:59";"Assembly Station";"30N004000134";"Assembler Controller Serial Number : 30N004000134";0;0
1566;"a1956";"2019-11-06 13:49:00";"Assembly Station";"30N004000342";"Assembler Controller Serial Number : 30N004000342";0;0
1567;"a1956";"2019-11-06 13:49:01";"Assembly Station";"30N004000289";"Assembler Controller Serial Number : 30N004000289";0;0
1568;"a1956";"2019-11-06 13:49:01";"Assembly Station";"30N004000123";"Assembler Controller Serial Number : 30N004000123";0;0
1569;"a1956";"2019-11-06 13:49:02";"Assembly Station";"30N004000015";"Assembler Controller Serial Number : 30N004000015";0;0
1570;"a1956";"2019-11-06 13:49:02";"Assembly Station";"30N004000379";"Assembler Controller Serial Number : 30N004000379";0;0
1571;"a1956";"2019-11-06 13:49:03";"Assembly Station";"30N004000071";"Assembler Controller Serial Number : 30N004000071";0;0
1572;"a1956";"2019-11-06 13:49:03";"Assembly Station";"30N004000077";"Assembler Controller Serial Number : 30N004000077";0;0
1573;"a1956";"2019-11-06 13:49:04";"Assembly Station";"30N004000040";"Assembler Controller Serial Number : 30N004000040";0;0
1574;"a1956";"2019-11-06 13:49:05";"Assembly Station";"30N004000057";"Assembler Controller Serial Number : 30N004000057";0;0
1575;"a1956";"2019-11-06 13:49:05";"Assembly Station";"30N004000331";"Assembler Controller Serial Number : 30N004000331";0;0
1576;"a1956";"2019-11-06 13:49:06";"Assembly Station";"30N004000017";"Assembler Controller Serial Number : 30N004000017";0;0
1577;"a1956";"2019-11-06 13:49:06";"Assembly Station";"30N004000018";"Assembler Controller Serial Number : 30N004000018";0;0
1578;"a1956";"2019-11-06 13:49:07";"Assembly Station";"30N004000269";"Assembler Controller Serial Number : 30N004000269";0;0
1579;"a1956";"2019-11-06 13:49:07";"Assembly Station";"30N004000117";"Assembler Controller Serial Number : 30N004000117";0;0
1580;"a1956";"2019-11-06 13:49:08";"Assembly Station";"30N004000034";"Assembler Controller Serial Number : 30N004000034";0;0
1581;"a1956";"2019-11-06 13:49:08";"Assembly Station";"30N004000089";"Assembler Controller Serial Number : 30N004000089";0;0
1582;"a1956";"2019-11-06 13:49:09";"Assembly Station";"30N004000148";"Assembler Controller Serial Number : 30N004000148";0;0
1583;"a1956";"2019-11-06 13:49:09";"Assembly Station";"30N004000076";"Assembler Controller Serial Number : 30N004000076";0;0
1584;"a1956";"2019-11-06 13:49:10";"Assembly Station";"30N004000161";"Assembler Controller Serial Number : 30N004000161";0;0
1585;"a1956";"2019-11-06 13:49:10";"Assembly Station";"30N004000201";"Assembler Controller Serial Number : 30N004000201";0;0
1586;"a1956";"2019-11-06 13:49:11";"Assembly Station";"30N004000207";"Assembler Controller Serial Number : 30N004000207";0;0
1587;"a1956";"2019-11-06 13:49:11";"Assembly Station";"30N004000315";"Assembler Controller Serial Number : 30N004000315";0;0
1588;"a1956";"2019-11-06 13:49:12";"Assembly Station";"30N004000286";"Assembler Controller Serial Number : 30N004000286";0;0
1589;"a1956";"2019-11-06 13:49:13";"Assembly Station";"30N004000011";"Assembler Controller Serial Number : 30N004000011";0;0
1590;"a1956";"2019-11-18 14:51:21";"Re_Work Station";"30N004000134";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1591;"a1956";"2019-11-18 14:51:23";"Re_Work Station";"30N004000342";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1592;"a1956";"2019-11-18 14:51:24";"Re_Work Station";"30N004000289";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1593;"a1956";"2019-11-18 14:51:25";"Re_Work Station";"30N004000123";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1594;"a1956";"2019-11-18 14:51:25";"Re_Work Station";"30N004000015";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1595;"a1956";"2019-11-18 14:51:26";"Re_Work Station";"30N004000379";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1596;"a1956";"2019-11-18 14:51:26";"Re_Work Station";"30N004000071";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1597;"a1956";"2019-11-18 14:51:27";"Re_Work Station";"30N004000077";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1598;"a1956";"2019-11-18 14:51:28";"Re_Work Station";"30N004000040";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1599;"a1956";"2019-11-18 14:51:28";"Re_Work Station";"30N004000057";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1600;"a1956";"2019-11-18 14:51:29";"Re_Work Station";"30N004000331";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1601;"a1956";"2019-11-18 14:51:29";"Re_Work Station";"30N004000017";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1602;"a1956";"2019-11-18 14:51:30";"Re_Work Station";"30N004000018";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1603;"a1956";"2019-11-18 14:51:30";"Re_Work Station";"30N004000269";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1604;"a1956";"2019-11-18 14:51:31";"Re_Work Station";"30N004000117";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1605;"a1956";"2019-11-18 14:51:31";"Re_Work Station";"30N004000034";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1606;"a1956";"2019-11-18 14:51:32";"Re_Work Station";"30N004000089";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1607;"a1956";"2019-11-18 14:51:33";"Re_Work Station";"30N004000148";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1608;"a1956";"2019-11-18 14:51:34";"Re_Work Station";"30N004000076";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1609;"a1956";"2019-11-18 14:51:35";"Re_Work Station";"30N004000161";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1610;"a1956";"2019-11-18 14:51:35";"Re_Work Station";"30N004000201";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1611;"a1956";"2019-11-18 14:51:36";"Re_Work Station";"30N004000207";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1612;"a1956";"2019-11-18 14:51:37";"Re_Work Station";"30N004000315";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1613;"a1956";"2019-11-18 14:51:38";"Re_Work Station";"30N004000286";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1614;"a1956";"2019-11-18 14:51:39";"Re_Work Station";"30N004000011";"Re_Assembly to take out cable. We don't have enough cable for other SMC-P04 which have to update firmware.";0;0
1615;"a1956";"2019-11-21 11:54:15";"Firmware Update Station";"30N005002244";"Firmware updated SN: 30N005002244";0;0
1616;"a1956";"2019-11-21 11:54:19";"Firmware Update Station";"30N005001743";"Firmware updated SN: 30N005001743";0;0
1617;"a1956";"2019-11-21 11:54:23";"Firmware Update Station";"30N005002301";"Firmware updated SN: 30N005002301";0;0
1618;"a1956";"2019-11-21 11:54:27";"Firmware Update Station";"30N005002211";"Firmware updated SN: 30N005002211";0;0
1619;"a1956";"2019-11-21 11:54:34";"Firmware Update Station";"30N005002137";"Firmware updated SN: 30N005002137";0;0
1620;"a1956";"2019-11-21 11:54:37";"Firmware Update Station";"30N005001802";"Firmware updated SN: 30N005001802";0;0
1621;"a1956";"2019-11-21 11:54:39";"Firmware Update Station";"30N005002007";"Firmware updated SN: 30N005002007";0;0
1622;"a1956";"2019-11-21 11:54:40";"Firmware Update Station";"30N005002216";"Firmware updated SN: 30N005002216";0;0
1623;"a1956";"2019-11-21 11:54:43";"Firmware Update Station";"30N005001945";"Firmware updated SN: 30N005001945";0;0
1624;"a1956";"2019-11-21 11:54:47";"Firmware Update Station";"30N005002409";"Firmware updated SN: 30N005002409";0;0
1625;"a1956";"2019-11-21 11:54:55";"Firmware Update Station";"30N005002110";"Firmware updated SN: 30N005002110";0;0
1626;"a1956";"2019-11-21 11:55:13";"Firmware Update Station";"30N005002112";"Firmware updated SN: 30N005002112";0;0
1627;"a1956";"2019-11-21 11:55:43";"Firmware Update Station";"30N005002078";"Firmware updated SN: 30N005002078";0;0
1628;"a1956";"2019-11-21 11:55:48";"Firmware Update Station";"30N005002418";"Firmware updated SN: 30N005002418";0;0
1629;"a1956";"2019-11-21 11:55:49";"Firmware Update Station";"30N005001885";"Firmware updated SN: 30N005001885";0;0
1630;"a1956";"2019-11-21 11:55:51";"Firmware Update Station";"30N005001691";"Firmware updated SN: 30N005001691";0;0
1631;"a1956";"2019-11-21 11:55:52";"Firmware Update Station";"30N005002080";"Firmware updated SN: 30N005002080";0;0
1632;"a1956";"2019-11-21 11:55:53";"Firmware Update Station";"30N005002444";"Firmware updated SN: 30N005002444";0;0
1633;"a1956";"2019-11-21 11:55:59";"Firmware Update Station";"30N005001793";"Firmware updated SN: 30N005001793";0;0
1634;"a1956";"2019-11-21 11:56:01";"Firmware Update Station";"30N005002207";"Firmware updated SN: 30N005002207";0;0
1635;"a1956";"2019-11-21 11:56:03";"Firmware Update Station";"30N005001891";"Firmware updated SN: 30N005001891";0;0
1636;"a1956";"2019-11-21 11:56:07";"Firmware Update Station";"30N005001869";"Firmware updated SN: 30N005001869";0;0
1637;"a1956";"2019-11-21 11:56:10";"Firmware Update Station";"30N005001686";"Firmware updated SN: 30N005001686";0;0
1638;"a1956";"2019-11-21 11:56:12";"Firmware Update Station";"30N005002219";"Firmware updated SN: 30N005002219";0;0
1639;"a1956";"2019-11-21 11:56:15";"Firmware Update Station";"30N005001799";"Firmware updated SN: 30N005001799";0;0
1640;"a1956";"2019-11-21 11:56:16";"Firmware Update Station";"30N005001879";"Firmware updated SN: 30N005001879";0;0
1641;"a1956";"2019-11-21 11:56:17";"Firmware Update Station";"30N005002288";"Firmware updated SN: 30N005002288";0;0
1642;"a1956";"2019-11-21 11:56:25";"Firmware Update Station";"30N005002453";"Firmware updated SN: 30N005002453";0;0
1643;"a1956";"2019-11-21 11:56:31";"Firmware Update Station";"30N005001761";"Firmware updated SN: 30N005001761";0;0
1644;"a1956";"2019-11-21 11:56:38";"Firmware Update Station";"30N005002407";"Firmware updated SN: 30N005002407";0;0
1645;"a1956";"2019-11-21 11:56:46";"Firmware Update Station";"30N005002179";"Firmware updated SN: 30N005002179";0;0
1646;"a1956";"2019-11-21 11:56:52";"Firmware Update Station";"30N005001897";"Firmware updated SN: 30N005001897";0;0
1647;"a1956";"2019-11-21 11:58:36";"Added to waiting list burn in";"30N005002080";"Added to burn in system. SN: 30N005002080";0;0
1648;"a1956";"2019-11-21 11:58:39";"Added to waiting list burn in";"30N005001691";"Added to burn in system. SN: 30N005001691";0;0
1649;"a1956";"2019-11-21 11:58:41";"Added to waiting list burn in";"30N005001885";"Added to burn in system. SN: 30N005001885";0;0
1650;"a1956";"2019-11-21 11:58:43";"Added to waiting list burn in";"30N005002418";"Added to burn in system. SN: 30N005002418";0;0
1651;"a1956";"2019-11-21 11:58:54";"Added to waiting list burn in";"30N005002078";"Added to burn in system. SN: 30N005002078";0;0
1652;"a1956";"2019-11-21 11:58:57";"Added to waiting list burn in";"30N005001869";"Added to burn in system. SN: 30N005001869";0;0
1653;"a1956";"2019-11-21 11:58:59";"Added to waiting list burn in";"30N005001891";"Added to burn in system. SN: 30N005001891";0;0
1654;"a1956";"2019-11-21 11:59:00";"Added to waiting list burn in";"30N005002207";"Added to burn in system. SN: 30N005002207";0;0
1655;"a1956";"2019-11-21 11:59:02";"Added to waiting list burn in";"30N005001793";"Added to burn in system. SN: 30N005001793";0;0
1656;"a1956";"2019-11-21 11:59:04";"Added to waiting list burn in";"30N005002444";"Added to burn in system. SN: 30N005002444";0;0
1657;"a1956";"2019-11-21 11:59:14";"Added to waiting list burn in";"30N005002288";"Added to burn in system. SN: 30N005002288";0;0
1658;"a1956";"2019-11-21 11:59:23";"Added to waiting list burn in";"30N005001879";"Added to burn in system. SN: 30N005001879";0;0
1659;"a1956";"2019-11-21 11:59:24";"Added to waiting list burn in";"30N005001799";"Added to burn in system. SN: 30N005001799";0;0
1660;"a1956";"2019-11-21 11:59:27";"Added to waiting list burn in";"30N005002219";"Added to burn in system. SN: 30N005002219";0;0
1661;"a1956";"2019-11-21 11:59:30";"Added to waiting list burn in";"30N005001686";"Added to burn in system. SN: 30N005001686";0;0
1662;"a1956";"2019-11-21 11:59:33";"Added to waiting list burn in";"30N005001897";"Added to burn in system. SN: 30N005001897";0;0
1663;"a1956";"2019-11-21 11:59:36";"Added to waiting list burn in";"30N005002179";"Added to burn in system. SN: 30N005002179";0;0
1664;"a1956";"2019-11-21 11:59:38";"Added to waiting list burn in";"30N005002407";"Added to burn in system. SN: 30N005002407";0;0
1665;"a1956";"2019-11-21 11:59:40";"Added to waiting list burn in";"30N005001761";"Added to burn in system. SN: 30N005001761";0;0
1666;"a1956";"2019-11-21 11:59:44";"Added to waiting list burn in";"30N005002453";"Added to burn in system. SN: 30N005002453";0;0
1667;"a1956";"2019-11-21 12:00:13";"Added to waiting list burn in";"30N005002244";"Added to burn in system. SN: 30N005002244";0;0
1668;"a1956";"2019-11-21 12:00:15";"Added to waiting list burn in";"30N005001743";"Added to burn in system. SN: 30N005001743";0;0
1669;"a1956";"2019-11-21 12:00:16";"Added to waiting list burn in";"30N005002301";"Added to burn in system. SN: 30N005002301";0;0
1670;"a1956";"2019-11-21 12:00:17";"Added to waiting list burn in";"30N005002211";"Added to burn in system. SN: 30N005002211";0;0
1671;"a1956";"2019-11-21 12:00:18";"Added to waiting list burn in";"30N005002137";"Added to burn in system. SN: 30N005002137";0;0
1672;"a1956";"2019-11-21 12:00:20";"Added to waiting list burn in";"30N005001802";"Added to burn in system. SN: 30N005001802";0;0
1673;"a1956";"2019-11-21 12:00:22";"Added to waiting list burn in";"30N005002007";"Added to burn in system. SN: 30N005002007";0;0
1674;"a1956";"2019-11-21 12:00:24";"Added to waiting list burn in";"30N005002216";"Added to burn in system. SN: 30N005002216";0;0
1675;"a1956";"2019-11-21 12:00:27";"Added to waiting list burn in";"30N005001945";"Added to burn in system. SN: 30N005001945";0;0
1676;"a1956";"2019-11-21 12:00:30";"Added to waiting list burn in";"30N005002409";"Added to burn in system. SN: 30N005002409";0;0
1677;"a1956";"2019-11-21 12:00:32";"Added to waiting list burn in";"30N005002110";"Added to burn in system. SN: 30N005002110";0;0
1678;"a1956";"2019-11-21 12:00:42";"Added to waiting list burn in";"30N005002112";"Added to burn in system. SN: 30N005002112";0;0
1679;"a1956";"2019-11-21 13:29:57";"Assembly Station";"30N005002143";"Assembler Controller Serial Number : 30N005002143";0;0
1680;"a1956";"2019-11-21 13:29:59";"Assembly Station";"30N005002111";"Assembler Controller Serial Number : 30N005002111";0;0
1681;"a1956";"2019-11-21 13:30:04";"Assembly Station";"30N005002140";"Assembler Controller Serial Number : 30N005002140";0;0
1682;"a1956";"2019-11-21 13:30:08";"Assembly Station";"30N005002503";"Assembler Controller Serial Number : 30N005002503";0;0
1683;"a1956";"2019-11-21 13:30:11";"Assembly Station";"30N005002475";"Assembler Controller Serial Number : 30N005002475";0;0
1684;"a1956";"2019-11-21 13:30:15";"Assembly Station";"30N005002055";"Assembler Controller Serial Number : 30N005002055";0;0
1685;"a1956";"2019-11-21 13:30:16";"Assembly Station";"30N005001873";"Assembler Controller Serial Number : 30N005001873";0;0
1686;"a1956";"2019-11-21 13:30:18";"Assembly Station";"30N005002198";"Assembler Controller Serial Number : 30N005002198";0;0
1687;"a1956";"2019-11-21 13:30:20";"Assembly Station";"30N005001813";"Assembler Controller Serial Number : 30N005001813";0;0
1688;"a1956";"2019-11-21 13:30:24";"Assembly Station";"30N005002486";"Assembler Controller Serial Number : 30N005002486";0;0
1689;"a1956";"2019-11-21 13:30:26";"Assembly Station";"30N005001954";"Assembler Controller Serial Number : 30N005001954";0;0
1690;"a1956";"2019-11-21 13:30:28";"Assembly Station";"30N005001656";"Assembler Controller Serial Number : 30N005001656";0;0
1691;"a1956";"2019-11-21 13:30:32";"Assembly Station";"30N005002072";"Assembler Controller Serial Number : 30N005002072";0;0
1692;"a1956";"2019-11-21 13:30:34";"Assembly Station";"30N005002051";"Assembler Controller Serial Number : 30N005002051";0;0
1693;"a1956";"2019-11-21 13:30:36";"Assembly Station";"30N005002488";"Assembler Controller Serial Number : 30N005002488";0;0
1694;"a1956";"2019-11-21 13:30:40";"Assembly Station";"30N005001977";"Assembler Controller Serial Number : 30N005001977";0;0
1695;"a1956";"2019-11-21 13:30:42";"Assembly Station";"30N005002269";"Assembler Controller Serial Number : 30N005002269";0;0
1696;"a1956";"2019-11-21 13:30:45";"Assembly Station";"30N005002351";"Assembler Controller Serial Number : 30N005002351";0;0
1697;"a1956";"2019-11-21 13:30:48";"Assembly Station";"30N005002403";"Assembler Controller Serial Number : 30N005002403";0;0
1698;"a1956";"2019-11-21 13:31:20";"Assembly Station";"30N005001915";"Assembler Controller Serial Number : 30N005001915";0;0
1699;"a1956";"2019-11-21 13:31:51";"Assembly Station";"30N005001958";"Assembler Controller Serial Number : 30N005001958";0;0
1700;"a1956";"2019-11-21 13:31:53";"Assembly Station";"30N005001872";"Assembler Controller Serial Number : 30N005001872";0;0
1701;"a1956";"2019-11-21 13:31:56";"Assembly Station";"30N005001928";"Assembler Controller Serial Number : 30N005001928";0;0
1702;"a1956";"2019-11-21 13:32:03";"Assembly Station";"30N005002480";"Assembler Controller Serial Number : 30N005002480";0;0
1703;"a1956";"2019-11-21 13:32:10";"Assembly Station";"30N005002104";"Assembler Controller Serial Number : 30N005002104";0;0
1704;"a1956";"2019-11-21 13:32:18";"Assembly Station";"30N005002047";"Assembler Controller Serial Number : 30N005002047";0;0
1705;"a1956";"2019-11-21 13:32:19";"Assembly Station";"30N005001783";"Assembler Controller Serial Number : 30N005001783";0;0
1706;"a1956";"2019-11-21 13:32:20";"Assembly Station";"30N005001721";"Assembler Controller Serial Number : 30N005001721";0;0
1707;"a1956";"2019-11-21 13:32:22";"Assembly Station";"30N005002295";"Assembler Controller Serial Number : 30N005002295";0;0
1708;"a1956";"2019-11-21 13:32:25";"Assembly Station";"30N005002352";"Assembler Controller Serial Number : 30N005002352";0;0
